"Sr.No","Type","Name of the University","Address","Zip","state","Status"
"25","State","Atal Bihari Vajpayee Hindi Vishwavidyalaya","Mungalia Kot,Rajharsh Colony, Kolar MargBhopal","462038","Madhya Pradesh","2(f)"
"26","State","Atal Bihari Vajpayee Medical University","9th Floor, Academic Block, Dr. Ram Manohar Lohia Institute of Medical Sciences, Vibhuti Khand, Lucknow","226210","Uttar Pradesh","2(f)"
"27","State","Atal Medical and Research University(Formerly Himachal Pradesh University of Health Sciences)","SLBS Medical College & Hospital CampusNer Chowk, Distt- Mandi,Mandi","175008","Himachal Pradesh","2(f)"
"28","State","Awadesh Pratap Singh University","Sirmour Road,Ananthpur,Rewa","486003","Madhya Pradesh","2(f) & 12(B)"
"29","State","Ayush and Health Sciences University of Chhattisgarh","Uparwara, Atal Nagar, Sector 40, Nava Raipur C.G.Raipur,","493661","Chhattisgarh","2(f)"
"30","State","Baba Amte Divyang University","3rd Floor, Rajiv Gandhi Bhawan, Shiksha Sankul, J.L.N. Marg, Jaipur","303017","Rajasthan","2(f)"
"31","State","Baba Farid University of Health Sciences","Sadiq Road, Faridkot","151203","Punjab","2(f) & 12(B)"
"32","State","Baba Ghulam Shah Badshah University","Baba Ghulam Shah Badshah University, Rajouri, J&K - 185234Road,Chinnai Himmat, Jammu","185234","Jammu and Kashmir","2(f) & 12(B)"
"33","State","Babasaheb Bhimrao Ambedkar Bihar University","Kalambagh Rd, Musahri, Muzaffarpur","842001","Bihar","2(f) & 12(B)"
"34","State","Bagalkot University","Mudhol Road, Jamkhandi","587301","Karnataka","2(f)"
"35","State","Banda University of Agriculture & Technology","Near New Circuit House,Banda","210001","Uttar Pradesh","2(f)"
"36","State","Bangalore University","Jnana Bharathi, Bangalore","560056","Karnataka","2(f) & 12(B)"
"37","State","Bankura University","Main Campus, Bankura Block-II, P.O.-PurandarpurPO Bhagabandh,Dist. Bankura","722155","West Bengal","2(f) & 12(B)"
"38","State","Barkatullaah University","Hoshangabad Road, Bhopal","462026","Madhya Pradesh","2(f) & 12(B)"
"39","State","Bengaluru City University","Rukmini Knowledge Park, kattigenahalli, Bengaluru","560064","Karnataka","2(f)"
"40","State","Bengaluru Dr. B. R. Ambedkar School of Economics University","JNANABHARTI MAIN ROAD, NAGARABHAVI BENGALURUNagarabhavi P.O, Bengaluru","560072","Karnataka","2(f)"
"41","State","Bengaluru North University","Devaraj Urs Extension, Tamaka Kolar, Karnataka","563103","Karnataka","2(f)"
"42","State","Berhampur University","Berhampur, Bhanja Bihar, Dt. Ganjam","760007","Odisha","2(f) & 12(B)"
"43","State","Bhagat Phool Singh Mahila Vishwavidyalaya","B.P.S. Mahila Vishwavidyalaya, Khanpur Kalan, Sonipat SonipatSonipat, Haryana","131305","Haryana","2(f) & 12(B)"
"44","State","Bhakta Kavi Narsinh Mehta University","Govt. Polytechnic College, Bilkha Road, Khadiya, Junagadh","362640","Gujarat","2(f)"
"45","State","Bharathiar University","Bharathiar University, Marudhamalai Main Road, Coimbatore-641046PIN - 641 046.Tamil Nadu","641046","Tamil Nadu","2(f) & 12(B)"
"46","State","Bharathidasan University","Palkalaiperur,Tiruchirappalli","620024","Tamil Nadu","2(f) & 12(B)"
"47","State","Bhatkhande Sanskriti Vishwavidyalaya","Near, 1, Parivartan Chowk, Qaisar Bagh, Lucknow","226001","Uttar Pradesh","2(f)"
"48","State","Bhattadev University","Pathsala,Barpeta","781325","Assam","2(f)"
"49","State","Bhupendra Narayan Mandal University","Singheshwar Road, NH 106, Madhepura","852113","Bihar","2(f) & 12(B)"
"50","State","Bidar University","Gnyana Karanji, Halhalli","585415","Karnataka","2(f)"
"51","State","Bidhan Chandra Krishi Vishwavidyalaya","Mohanpur, Nadia, West BengalDistt. Nadia 741 252 (WB)","741252","West Bengal","2(f) & 12(B)"
"52","State","Bihar Agricultural University","Sabour (BhagalPur)","813210","Bihar","2(f)"
"53","State","Bihar Animal Sciences University","Bihar Veterinary College Campus, Patna","800014","Bihar","2(f)"
"54","State","Bihar Engineering University","6th Floor, Examination Block, AKU Campus, Mithapur, Patna","800001","Bihar","2(f)"
"55","State","Bihar University of Health Sciences","Mithapur, Patna","800001","Bihar","2(f)"
"56","State","Biju Patnaik University of Technology","Chhend Colony, Rourkela","769015","Odisha","2(f)"
"57","State","Bikaner Technical University","RIICO Karni Industrial Area, Pugal Road, Bikaner","334004","Rajasthan","2(f)"
"58","State","Binod Bihari Mahto Koyalanchal University","Govt. Polytechnic RoadDhanbad","828130","Jharkhand","2(f)"
"59","State","Birangana Sati Sadhani Rajyik Vishwavidyalaya","Golghat","785621","Assam","2(f)"
"60","State","Birsa Agricultural University","Kanke Patratu Rd,Ranchi","834006","Jharkhand","2(f) & 12(B)"
"61","State","Birsa Munda Tribal University","Vocational Training Centre (VTC), Vavdi Road,  Distt.- Narmada","393145","Gujarat","2(f)"
"62","State","Biswa Bangla Biswabidyalay","Bolpur,Shantiniketan,Birbhum","731204","West Bengal","2(f)"
"63","State","Bodoland University","Debargaon, P.O. Rangalikhata,Kokrajhar","783370","Assam","2(f) & 12(B)"
"64","State","Bundelkhand University","Kanpur Road, Jhansi","284128","Uttar Pradesh","2(f) & 12(B)"
"65","State","Burdwan University","Burdwan Rajbati, Raiganj,Bardhaman","713104","West Bengal","2(f) & 12(B)"
"66","State","Calcutta University","Calcutta University, College Square,Kolkata","700073","West Bengal","2(f) & 12(B)"
"67","State","Calicut University","Calicut University P.O.Malappuram DistrictCalicut","673635","Kerala","2(f) & 12(B)"
"68","State","Chamarajanagara University","Chamarajanagara","571313","Karnataka","2(f)"
"69","State","Chanakya National Law University","Mithapur, Nyaya Nagar, Patna","800001","Bihar","2(f) & 12(B)"
"70","State","Chandra Shekhar Azad University of Agriculture & Technology","Agricultural College Lane,Nawabganj,Kanpur","208002","Uttar Pradesh","2(f) & 12(B)"
"71","State","Chaudhary Bansi Lal University","Hansi Road,  Bhiwani","127021","Haryana","2(f) & 12(B)"
"72","State","Chaudhary Charan Singh University","Ramgarhi,Meerut","200005","Uttar Pradesh","2(f) & 12(B)"
"73","State","Chaudhary Devi Lal University","Barnala Road, Near Mini Sectt. SirsaHaryana -125 055","125055","Haryana","2(f) & 12(B)"
"74","State","Chaudhary Ranbir Singh University","Chaudhary Ranbir Singh University, Rohtak Road, Jind","126102","Haryana","2(f) & 12(B)"
"75","State","Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya","District Kangra Himachal PradeshTehsil, Palampur,Dist.-Kangra","176062","Himachal Pradesh","2(f) & 12(B)"
"76","State","Chhatrapati Shahu Ji Maharaj University","Kalyanpur, Kanpur","208024","Uttar Pradesh","2(f) & 12(B)"
"77","State","Chhattisgarh Kamdhenu Vishwavidyalaya","Dau Shri Vasudev Chandrakar Kamdhenu Vishwavidyala, Anjora, Durg","491001","Chhattisgarh","2(f)"
"78","State","Chhattisgarh Swami Vivekanad Technical Universty","North Park Avenue , Sector-8Bhilai, DurgChatisgarh","490009","Chhattisgarh","2(f) & 12(B)"
"79","State","Children's University","Subhash Chandra Bose Shikshan Sankul Sector 20 Gandhinagar Sector-20, Gandhinagar","382021","Gujarat","2(f)"
"80","State","Choudhary Charan Singh Haryana Agricultural Univeersity","Directorate of Human resource Management","125004","Haryana","2(f) & 12(B)"
"81","State","Cluster University","Silver Jubilee Government College Campus, Kurnool","518007","Andhra Pradesh","2(f)"
"82","State","Cluster University of Jammu","Adjoining G.G.M. Science College,Canal Road,Jammu","180016","Jammu and Kashmir","2(f)"
"83","State","Cluster University of Srinagar","Gogji-Bagh,Srinagar","190008","Jammu and Kashmir","2(f)"
"84","State","Cochin Unviersity of Science & Technology","Cochin University of Science and technology, Kochi, Ernakulam, Kerala State","682022","Kerala","2(f) & 12(B)"
"85","State","COEP Technological University","Wellesley Road,Shivajinagar,Pune","411005","Maharashtra","2(f)"
"86","State","Cooch Behar Panchanan Barma University","COOCH BEHAR PANCHANAN BARMA UNIVERSITY, Panchanan Nagar, Vivekananda Street, Cooch Behar - 736101, West Bengal, IndiaCooch Behar","736101","West Bengal","2(f)"
"87","State","Cotton University","PANBAZAR,Guwahati","781001","Assam","2(f) & 12(B)"
"88","State","Dada Lakhmi Chand State University of Performing and Visual Arts (SUPVA)","Sector-6, Near Rajiv Gandhi Stadium, Rohtak","124001","Haryana","2(f)"
"89","State","Dakshin Dinajpur University","North Chakbhabani (near LIC office)Balurghat, Dakshin Dinajpur","733101","West Bengal","2(f)"
"90","State","Damodaram Sanjivayya National Law University","Sabbavaram, Pedawaltair, Visakhapatnam","531035","Andhra Pradesh","2(f) & 12(B)"
"91","State","Darjeeling Hills University","Jogighat MangpuDist.- Darjeeling,","734313","West Bengal","2(f)"
"92","State","Davangere University","Davangere University, Shivagangotri, DavangereDavangere Karnataka-577002","577007","Karnataka","2(f) & 12(B)"
"93","State","Deen Bandhu Chhotu Ram University of Sciences & Technology","50th K.M. Stone, N.H. 1, Murthal (Sonepat) Haryana, India","131039","Haryana","2(f) & 12(B)"
"94","State","Deen Dayal Upadhyay Gorakhpur University","Civil Lines, GorakhpurPIN - 273 009. (U.P.)","273009","Uttar Pradesh","2(f) & 12(B)"
"95","State","Delhi Pharmaceutical Sciences & Research University","M.B. Road, Sector - III, Pushp Vihar","110017","Delhi","2(f)"
"96","State","Delhi Skill and Entrepreneurship University","Integrated Institute of Technology Complex, Sector-9, Dwarka","110007","Delhi","2(f)"
"97","State","Delhi Sports University","Ludlow Castle Sports ComplexShamnath MargDelhi","110054","Delhi","2(f)"
"98","State","Delhi Teachers University","P 625 & 745, Outram Lane, New Delhi","110009","Delhi","2(f)"
"99","State","Delhi Technological University","Shahbad Daultapur, Bawana Road, Rohini","110042","Delhi","2(f) & 12(B)"
"100","State","Devi Ahilya Vishwavidyalaya","R.N.Tagore Marg,Indore","452 001","Madhya Pradesh","2(f) & 12(B)"
"101","State","Dhanamanjuri University","Imphal, Manipur","795001","Manipur","2(f)"
"102","State","Dharmashastra National Law University","BRBRAITT Campus South Civil Lines ,Ridge Road Jabalpur Ridge Road,Civil Lines, Jabalpur","482001","Madhya Pradesh","2(f)"
"103","State","Dharmsinh Desai University","P.Box No. 35 College Road, Nadiad","387001","Gujarat","2(f) & 12(B)"
"104","State","Diamond Harbour Women's University","Sarisha, Diamond Harbour Road, South 24 Parganas, West BengalDiamond Harbour Road, District: South 24 paraganas,","743368","West Bengal","2(f) & 12(B)"
"105","State","Dibrugarh University","Rajabheta,Dibrugarh","786004","Assam","2(f) & 12(B)"
"106","State","Doon University","Campus Office388/2, Indira NagarDehradun","","Uttarakhand","2(f) & 12(B)"
"107","State","Dr Y. S. R. Architecture & Fine Arts University","Chinnamachupalli, Chenur, Rayalapanthulapalle","516162","Andhra Pradesh","2(f)"
"108","State","Dr. A.P.J. Abdul Kalam Technical University","Jankipuram ExtensionJankipuram Extension Yojna,Lucknow","226031","Uttar Pradesh","2(f) & 12(B)"
"109","State","Dr. Abdul Haq Urdu University","Pandipadu Village, Gooty Rd, Kurnool","518002","Andhra Pradesh","2(f)"
"110","State","Dr. B. R. Ambedkar University","Ambedkar University Road,Etcherla,Dist. Srikakulam","532410","Andhra Pradesh","2(f) & 12(B)"
"111","State","Dr. B. R. Ambedkar University of Social Sciences","Dr. Ambedkar Nagar, Mhow-453441Dist-Indore, MP","453441","Madhya Pradesh","2(f) & 12(B)"
"112","State","Dr. B.R. Ambedkar National Law University","Dr. B.R. Ambedkar National Law University, Plot No. 5, Rajiv Gandhi Education City (RGEC), National Capital Region, P.O. Rai, Sonipat, HaryanaSonipat,","131029","Haryana","2(f)"
"113","State","Dr. B.R. Ambedkar University","Lothian Road, Kashmere Gate","110006","Delhi","2(f) & 12(B)"
"114","State","Dr. B.R. Ambedkar University","Paliwal Park,Agra","282 004","Uttar Pradesh","2(f) & 12(B)"
"115","State","Dr. B.R.Ambedkar Open University","Prof. G. Ram Reddy Marg, Road No. 46, Jubilee Hills, HyderabadHyderabad - 500 033.","500033","Telangana","2(f) & 12(B)"
"116","State","Dr. Babasaheb Ambedkar Marathwada University","University Campus, Near Soneri Mahal, Jaisingpura, Aurangabad","431004","Maharashtra","2(f) & 12(B)"
"117","State","Dr. Babasaheb Ambedkar Open University","Jyotirmay' Parisar, Dr Babasaheb Ambedkar Open University Marg,Sarkhej Gandhinagar Highway, Chharodi, Ahmedabad","382481","Gujarat","2(f) & 12(B)"
"118","State","Dr. Babasaheb AmbedkarTechnological University","Dr. Babasaheb Ambedkar Technological University LonereVidyavihar, A/P Lonere, Tal. Mangaon, Dist. Raigad, Maharashtra, 402013Lonere-402103, Dt-Raigad.","402103","Maharashtra","2(f) & 12(B)"
"119","State","Dr. Bhimrao Ambedkar Law University","J.L.N Marg, Jaipur","302015","Rajasthan","2(f)"
"120","State","Dr. Homi Bhabha State University","15, Madam Cams Road, Fort, Mumbai15 Madame Cama Road,Mumbai","400032","Maharashtra","2(f)"
"121","State","Dr. N.T.R. University of Health Sciences","near Ramavarappadu,Vijayawada","520008","Andhra Pradesh","2(f)"
"122","State","Dr. Punjabrao Deshmukh Krishi Vidyapeeth","Krishi Nagar Post Office, AKOLA, MaharashtraAkola - 444 104.","444104","Maharashtra","2(f) & 12(B)"
"123","State","Dr. Rajendra Prasad National Law University","Gaddopur, Phaphamau, Prayagraj","211013","Uttar Pradesh","2(f)"
"124","State","Dr. Ram Manohar Lohia Awadh University","Allahabad Road Faizabad, Ayodhya","224001","Uttar Pradesh","2(f) & 12(B)"
"125","State","Dr. Ram Manohar Lohia Institute of Medical Sciences","Vibhuti Khand,Gomti Nagar,Lucknow","226010","Uttar Pradesh","2(f)"
"126","State","Dr. Ram Manohar Lohiya National Law University","L.D.A.,Kanpur Road scheme,LucknowLucknow, U.P.","226012","Uttar Pradesh","2(f) & 12(B)"
"127","State","Dr. Shakuntala Misra National Rehabilitation University","5th Floor,Administrative BuildingMohaan Road, Lucknow","226017","Uttar Pradesh","2(f) & 12(B)"
"128","State","Dr. Shyama Prasad Mukherjee University","P.O. - Ranchi University MorabadiRanchi","834008","Jharkhand","2(f) & 12(B)"
"129","State","Dr. Y.S.Parmar University of Horticulture & Forestry","Nauni Solan (HP)","173230","Himachal Pradesh","2(f) & 12(B)"
"130","State","Dr. Y.S.R. Horticultural University","Venkataramannagudem, West Godavari District","534101","Andhra Pradesh","2(f)"
"131","State","Dravidian University","Srinivasavanam, Kuppam,Dist : Chitoor","517426","Andhra Pradesh","2(f) & 12(B)"
"132","State","Fakir Mohan University","Vyas Vihar, Nuapadhi, Balasore","756020","Odisha","2(f) & 12(B)"
"133","State","G.B.Pant University of Agriculture & Technology","PantnagarUdham Singh Nagar-263 145Uttarakhand","263145","Uttarakhand","2(f) & 12(B)"
"134","State","Gangadhar Meher University","Amruta Vihar, Sambalpur","768004","Odisha","2(f) & 12(B)"
"135","State","Gauhati University","Gopinath Bordoloi Nagar,Guwahati -781014  KAMRUP , AssamGuwahati","781014","Assam","2(f) & 12(B)"
"136","State","Gautam Buddha University","Greater Noida, Dist: Gautam Budh -Nagar,","201 308","Uttar Pradesh","2(f) & 12(B)"
"137","State","Goa University","Taleigao Plateau","403206","Goa","2(f) & 12(B)"
"138","State","Gondwana University","M.I.D.C. Road ComplexGodchiroli, Maharashtra","422 605","Maharashtra","2(f) & 12(B)"
"139","State","Govind Guru Tribal University","Collector choraha, Subhash Nagar, Banswara","327001","Rajasthan","2(f)"
"140","State","Gujarat Ayurveda University","Gujarat Ayurved University, Opp. B Division Police Station, Guru Dwara Road, Jamnagar-361008Jamnagar-361 008","361008","Gujarat","2(f) & 12(B)"
"141","State","Gujarat Biotechnology University","C/o Gujarat State Biotechnology Mission,Block 11, 9th Floor, Udyog Bhawan,Gandhinagar","382011","Gujarat","2(f)"
"142","State","Gujarat National Law University","ATTALIKA AVENUE, KNOWLEDGE CORRIDOR, KOBA, SUB P.O. KOBA, GANDHINAGAR, GUJARATKoba (Sub P.O)Gandhinagar,","382426","Gujarat","2(f) & 12(B)"
"143","State","Gujarat Natural Farming and Organic Agricultural University","ATIC Building, Borsad Chokdi,Anad,","388001","Gujarat","2(f)"
"144","State","Gujarat Technological University","Nr.Vishwakarma Government Engineering College Nr.Visat Three Roads, Visat - Gandhinagar Highway Chandkheda, Ahmedabad Nr.Visat Three Roads, Visat - Gandhinagar HighwayChandkheda, Ahmedabad","382424","Gujarat","2(f) & 12(B)"
"145","State","Gujarat University","P.B.No.4010, Navrangpura,Ahmedabad","380 009","Gujarat","2(f) & 12(B)"
"146","State","Gujarat University of Transplantation Sciences","IKDRC-ITS Premises, Civil Hospital - Medicity Campus, Asarwa, Ahmedabad – 380 016, Gujarat, India. Civil Hospital Campus,Asarwa, Ahmedabad","380016","Gujarat","2(f)"
"147","State","Gulbarga University","GULBARGA UNIVERSITY, KALBURGI, KARNATKAPIN - 585 106, KARNATAKA","585106","Karnataka","2(f) & 12(B)"
"148","State","Guru Angad Dev Veterinary & Animal Sciences University","Ferozepur Road, Ludhiana","141004","Punjab","2(f) & 12(B)"
"149","State","Guru Gobind Singh Indraprastha Vishwavidyalaya","Sector-16C, Dwarka,  New Delhi","110078","Delhi","2(f) & 12(B)"
"150","State","Guru Jambeshwar University of Science and Technology","Guru Jambheshwar University of Science & Technology  Hisar - Haryana","125001","Haryana","2(f)"
"151","State","Guru Nanak Dev University","G.T Road Amritsar, Amritsar","143005","Punjab","2(f) & 12(B)"
"152","State","Guru Ravidas Ayurved University","Una Rd, Hoshiarpur","146001","Punjab","2(f)"
"153","State","Gurugram University","Gurugram University, Sec-51, Mayfield Garden, Gurugram Haryana Gurugram, Haryana Sector-51,Gurugram","122018","Haryana","2(f)"
"154","State","Harcourt Butler Technical University","Kanpur","208002","Uttar Pradesh","2(f)"
"155","State","Harichand Guruchand University","North 24 parganas","743245","West Bengal","2(f)"
"156","State","Haridev Joshi University of Journalism and Mass Communication","II Floor, Rajiv Gandhi Vidya Bhavan, Shiksha Sankul, JLN Marg, Jaipur","302015","Rajasthan","2(f)"
"157","State","Hassan University","Hemagangothri, Hassan","573226","Karnataka","2(f)"
"158","State","Haveri University","Kerimattihalli, Haveri","581110","Karnataka","2(f)"
"159","State","Hemchand Yadav Vishwavidyalaya(Earlier known as Durg Vishwavidyalaya)","Raipur Naka,Durg","491001","Chhattisgarh","2(f)"
"160","State","Hemchandracharya North Gujarat University","Hemchandracharya North Gujarat University, Patan Patan- 384 265. (GUJARAT)","384265","Gujarat","2(f) & 12(B)"
"161","State","Hemvati Nandan Bahuguna Medical Education University","124, Ganga ViharOpposite Roadways WorkshopHaridwar Road, Dehradun","248 001","Uttarakhand","2(f)"
"162","State","Hidayatullah National Law University","Nava Raipur Atal Nagar, RaipurChattisgarh-493661","492002","Chhattisgarh","2(f) & 12(B)"
"163","State","Himachal Pradesh National Law University","Himachal Pradesh National Law University, Ghandal. Sub Tehsil Dhami, Shimla, Himachal Pradesh-171014Sub-Tehsil Dhami,Shimla","171014","Himachal Pradesh","2(f)"
"164","State","Himachal Pradesh Technical University","Government Polytechnic,Baru,Hamirpur","","Himachal Pradesh","2(f)"
"165","State","Himachal Pradesh University","Summer HillsShimla - 171 005. (HP)","","Himachal Pradesh","2(f) & 12(B)"
"166","State","Hindi University","Howrah","","West Bengal","2(f)"
"167","State","Hyderabad (SIND) National Collegiate University","D. M. Harish Building, 47, Dr R G Thadani Marg,  Worli","400018","Maharashtra","2(f)"
"168","State","I.K. Gujaral Punjab Technical University","Jalandhar - Kapurthala Highway, VPO - Ibban, Kapurthala","144603","Punjab","2(f)"
"169","State","Indian Institute of Teacher Education","Ramkrishna Paramhans Vidya Sankul, Kh Road, Sector 15, Gandhinagar, Gujarat Nr. Mahatma Mandir, G-4, Sector-15Gandhinagar","382016","Gujarat","2(f)"
"170","State","Indira Gandhi Delhi Technical University for Women","Kashmere Gate","110006","Delhi","2(f)"
"171","State","Indira Gandhi Krishi Vishwavidyalaya","Krishak NagarRaipur - 492 012.(Chattisgarh)","","Chhattisgarh","2(f) & 12(B)"
"172","State","Indira Gandhi University","Meerpur,Rewari","","Haryana","2(f) & 12(B)"
"173","State","Indira Kala Sangeet Vishwavidyalaya","Khairagarh","491881","Chhattisgarh","2(f) & 12(B)"
"174","State","Indraprastha Institute of Information Technology","Near Govindpuri Metro Station, Okhala Industrial Estate Phase-III, New Delhi","110020","Delhi","2(f) & 12(B)"
"175","State","Institute of Infrastructure Technology Research and Management","Near Khokhra Circle, Maninagar (East), Ahmedabad-380 026, Gujarat, IndiaManinagar (East), Ahmedabad, Gujarat","380026","Gujarat","2(f)"
"176","State","International Institute of Information Technology","Plot No.-7, Sector 24,Near Purkhoti, Muktangan,Naya Raipur","493661","Chhattisgarh","2(f)"
"177","State","International Institute of Information Technology (IIIT)","Gothapatana, P.O-Malipada, Bhubaneswar","751029","Odisha","2(f)"
"178","State","International Sports University, Maharashtra","Sports & Youth ServicesShivchhatrapati Sports ComplexMahalunge-Belawadi, Pune","411045","Maharashtra","2(f)"
"179","State","Islamic University of Sciences & Technology University","1, University Avenue,Awantipora,Pulwama","192 122","Jammu and Kashmir","2(f) & 12(B)"
"180","State","J. C. Bose University of Science & Technology, YMCA","FaridabadSector-6","121006","Haryana","2(f) & 12(B)"
"181","State","Jadavpur University","188, Raja S. C. Mallik Road, Jadavpur, KolkataKolkatta,PIN - 700 032.","700032","West Bengal","2(f) & 12(B)"
"182","State","Jagadguru Ramanandacharya Sanskrit University","Bhankrota - Muhana Link Road, Madau, JaipurJaipur-302026","302026","Rajasthan","2(f) & 12(B)"
"183","State","Jagadguru Rambhadracharya Divyang State University","Chitrakoot","210204","Uttar Pradesh","2(f) & 12(B)"
"184","State","Jagat Guru Nanak Dev Punjab State Open University","C/28 Lower Mall, Patiala","147001","Punjab","2(f)"
"185","State","Jai Narain Vyas University","Residency Road, Jodhpur (Rajasthan)PIN - 342 001.(RAJASTHAN","342011","Rajasthan","2(f) & 12(B)"
"186","State","Jai Prakash University","Rahul Sankrityayan Nagar, Chapra","841302","Bihar","2(f) & 12(B)"
"187","State","Jammu University","Baba Saheb Ambedkar Road Jammu Tawi (J&K)Jammu Tawi - 180 004.","180006","Jammu and Kashmir","2(f) & 12(B)"
"188","State","Jamshedpur Women's University","Jamshedpur,Jharkhand","831001","Jharkhand","2(f)"
"189","State","Jananayak Chandrashekhar University","Ballia","277001","Uttar Pradesh","2(f)"
"190","State","Jawaharlal Nehru Architecture and Fine Arts University","Masab Tank, HyderabadMasab Tank,Hyderabad","500028","Telangana","2(f) & 12(B)"
"191","State","Jawaharlal Nehru Krishi Vishwavidyalaya","KrishinagarJabalpur-482 004.","","Madhya Pradesh","2(f) & 12(B)"
"192","State","Jawaharlal Nehru Technological University","KukatpallyHyderabad - 500 085.Andhra Pradesh","","Telangana","2(f) & 12(B)"
"193","State","Jawaharlal Nehru Technological University","Gurajada, Vizianagram, Dwarapudi","535003","Andhra Pradesh","2(f)"
"194","State","Jawaharlal Nehru Technological University (Anantapur)","JNTU Anantapur, Ananthapuramu, Andhra PradeshAndhra Pradesh -515002","515002","Andhra Pradesh","2(f) & 12(B)"
"195","State","Jawaharlal Nehru Technological University (Kainada)","Pitapuram Road, JNTU Kakinada, Kainada, Dist. East Godavari","533003","Andhra Pradesh","2(f) & 12(B)"
"196","State","Jharkhand Raksha Shakti University","Old Judicial Academy(Shri Krishna Lok Prashashan Sansthan Parisar)Mayors Road, Ranchi","834002","Jharkhand","2(f)"
"197","State","Jharkhand State Open University","Kanke, Ranchi","834006","Jharkhand","2(f)"
"198","State","Jharkhand University of Technology","Science & Technology Campus,Sirkha Toll, Namkum,Ranchi","834010","Jharkhand","2(f)"
"199","State","Jiwaji University","GwaliorPIN - 474 001. (MP)","","Madhya Pradesh","2(f) & 12(B)"
"200","State","Junagarh Agricultural University","Junagarh","362 001","Gujarat","2(f)"
"201","State","Kakatiya University","Kakatiya University,Warangal, Vidyaranyapuri,PIN - 506 009.","","Telangana","2(f) & 12(B)"
"202","State","Kalahandi University","Manikya Vihar, Bhawanipatna, Dist.-Kalahandi","766001","Odisha","2(f)"
"203","State","Kaloji Narayana Rao University of Health Sciences","Kakatiya Medical College Campus, Rangampet, Warangal (U)","506007","Telangana","2(f)"
"204","State","Kalyani University","Kalyani","","West Bengal","2(f) & 12(B)"
"205","State","Kamdhenu University","B-1 Wing, 4th Floor, Karmayogi Bhavan, Sector 10A Gandhinagar GujaratSector 10 A, Block B,Podium Level, Gandhinagar","382410","Gujarat","2(f)"
"206","State","Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya","Kameshwar Nagar, Darbhanga","846008","Bihar","2(f) & 12(B)"
"207","State","Kannada University","Vidyaranya, Hosapete Taluk, Bellary Dist., KARNATAKAHampi (Dt. Bellary) 583276","583276","Karnataka","2(f) & 12(B)"
"208","State","Kannur University","MangattuparambaDistt- Kannur","670 567","Kerala","2(f) & 12(B)"
"209","State","Kanyashree University","Krishnanagar,Nadia","","West Bengal","2(f)"
"210","State","Karmaveer Bhaurao Patil University","Powai Naka, Satara","415001","Maharashtra","2(f)"
"211","State","Karnatak  University","Karnatak University,Pavate Nagar, Dharwad","580003","Karnataka","2(f) & 12(B)"
"212","State","Karnataka  State Law University","Navanagar, Hubli-580025Karnataka","","Karnataka","2(f) & 12(B)"
"213","State","Karnataka  State Open University","ManasangangotriMysore-570006","","Karnataka","2(f) & 12(B)"
"214","State","Karnataka Folklore University","Gotagodi, Shiggavi Taluk, Haveri District - 581 205Vijayanagar, Banglore","581205","Karnataka","2(f)"
"215","State","Karnataka Janapada Vishwavidyalaya","Gatagodi, NH-4, TalukShiggaon, Dist-Haveri,","581197","Karnataka","2(f)"
"216","State","Karnataka Samskrit University","Sri Chamarajendra Sanskrit College campus,Pampa Mahakavi Road,ChamarajpetBangalore","580018","Karnataka","2(f) & 12(B)"
"217","State","Karnataka State Akkamahadevi Women University (Formerly ""Karnataka State Women's University)","Jnanashakthi Campus, Athani Road, Toravi, Vijayapura,","586108","Karnataka","2(f) & 12(B)"
"218","State","Karnataka State Rural Development and Panchayat Raj University","Raitha Bhavana, General Cariappa Circle, Gadag, Karnataka- 582101Regional Office:- Grameenabhivruddhi Bhavan, Ananda Rao Circle,Bengaluru-560009","582101","Karnataka","2(f)"
"219","State","Karnataka Veterinary, Animal & Fisheries Science University","NandinagarPB No.6,Bidar-585401(Karnataka","585226","Karnataka","2(f)"
"220","State","Kashmir University","Hazratbal, SrinagarPIN - 190 006. (J & K)","190006","Jammu and Kashmir","2(f) & 12(B)"
"221","State","Kavayitri Bahinabai Chadhari North Maharashtra University","UmavinagarP.B.No.80, Jalgaon","425001","Maharashtra","2(f) & 12(B)"
"222","State","Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya","Administration Building, Mouda Road, Ramtek, Dist. Nagpur Ramtek-441106,Dist. NagpurMaharashtra","441106","Maharashtra","2(f) & 12(B)"
"223","State","Kazi Nazrul University","Nazrul Road, Kalla Bypass MorePO – Kalla, C. H., P. s. Asansol (North)Dist. Paschim Bardhman","713 304","West Bengal","2(f) & 12(B)"
"224","State","Keladi Shivappa Nayaka University of Agriculture and Horticultural Sciences","Shivamogga, Iruvakki, Sagara Taluk, Shivamogga District","577412","Karnataka","2(f)"
"225","State","Kerala Agricultural Unviersity","Kerala Agricultural University KAU Main Campus KAU P.O., Vellanikkara, Thrissur, Kerala, 680656Thrissur - 680 654.","680656","Kerala","2(f) & 12(B)"
"226","State","Kerala University","Thiruvananthapuram - 695 0","","Kerala","2(f) & 12(B)"
"227","State","Kerala University of Digital Sciences Innovation and Technology","Technology CampusKuracode, MangalapurammThonnakkal P.O., Thiruvananthapuram","695317","Kerala","2(f)"
