id,institution_type,name,address,postal_code,state,status,source_file,Name of the college,Affiliated To University,College address,District,State,Year of Estb.,Teaching Upto,Govt or Non Govt,Aided or Unaided,unique_id,latitude,longitude,address_quality,geocoding_priority,geocoding_confidence,geocoding_source
272.0,State,Maharana Pratap University of Agriculture & Technology,"Maharana Pratap University of Agriculture Technology, Udaipur 313001Udaipur-, PIN: 313001, District nan, Rajasthan",313001.0,Rajasthan,2(f),State Uni.csv,,,,,,,,,,State_963,24.5914654,73.73020369999999,100,1,0.8,google
2.0,Private,A.P.G. (Alakh Prakash Goyal) Shimla University,"Shogi- Mehli Bypass Road, Shimla, H.P, PIN: 171013, District nan, Himachal Pradesh",171009.0,Himachal Pradesh,2(f),Private Uni.csv,,,,,,,,,,Private_196,31.0587512,77.1558316,100,1,0.8500000000000001,google
111.0,State,Dr. B. R. Ambedkar University of Social Sciences,"Dr. Ambedkar Nagar, Mhow-453441Dist-Indore, MP, PIN: 453441, District nan, Madhya Pradesh",453441.0,Madhya Pradesh,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_802,22.5550149,75.77052929999999,100,1,0.8,google
339.0,Private,RK University,"RK University, Bhavnagar Highway, Kasturbadham, Rajkot - , Gujarat, India.Rajkot, PIN: 360020, District nan",360020.0,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_533,22.2404115,70.9004241,100,1,0.8,google
322.0,State,Nilamber-Pitamber University,"Madininager, Palamu-822101Jharkhand, PIN: 822101, District nan",822101.0,Jharkhand,2(f),State Uni.csv,,,,,,,,,,State_1013,24.0420432,84.0907246,100,1,0.6,google
474.0,State,Veer Bahadur Singh Purvanchal University,"Shahganj Road, JaunpurPIN- U.P., PIN: 222002, District nan, Uttar Pradesh",222002.0,Uttar Pradesh,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_1165,25.7851923,82.6898596,100,1,0.8500000000000001,google
458.0,State,University of Gour Banga,"Post Office - Mokdumpur, District rict - Malda, West Bengal, PIN: Code - 732103Distt. Malda, PIN: 732103, District nan",732103.0,West Bengal,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_1149,24.9916827,88.1436993,100,1,0.6,google
453.0,State,U.P. Rajarshi Tandon Open University,"Shantipuram Sector-F, Phaphamau, Prayagraj, Uttar Pradesh.Sector-FPhaphamauAllahabad-, PIN: 211013, District nan",211013.0,Uttar Pradesh,2(f),State Uni.csv,,,,,,,,,,State_1144,25.5293499,81.8538539,100,1,0.6,google
435.0,State,Tamilnadu Agricultural University,"Lawley Road, Coimbatore , Tamilnadu, PIN: 641003, District nan, Tamil Nadu",641003.0,Tamil Nadu,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_1126,11.0124333,76.94089989999999,100,1,0.6,google
488.0,State,West Bengal University of Animal and Fishery Sciences,"37 68, ksudiram Bose Sarani, Kolkata-, PIN: 700037, District nan, West Bengal",700037.0,West Bengal,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_1179,22.6061322,88.3869866,100,1,0.9,google
382.0,Private,Shri Jagdish Prasad Jhabarmal Tibrewala University,"Shri Jagdishprasad Jhabarmal Tibrewala University, Vidyanagri, Jhunjhunu Bisau Road, Chudela, District rict - Jhunjhunu, Rajasthan -333001Chudela, District t., -Jhunjhunu, PIN: 333001, District nan",333001.0,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_576,28.176763,75.2455438,100,1,0.8,google
356.0,Private,Sankalchand Patel University,"Sankalchand Patel Vidyadham Ambaji-Gandhinagar State Highway, Visnagar-. District Mehsana, Gujarat INDIAVisnagar-384315Gujarat, PIN: 384315, District nan",384315.0,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_550,23.2156354,72.63694149999999,100,1,0.6,google
422.0,Private,Sri Sri University,"Ward No 3, Sandhapur, Godi Sahi, Cuttack Vidhayadharpur, Odisha 754006Godi Sahi, Ward No. 3 Cuttack Odisha., PIN: 754006, District nan",754006.0,Odisha,2(f) & 12(B),Private Uni.csv,,,,,,,,,,Private_616,20.4495623,85.8044584,100,1,0.6,google
436.0,State,Tamilnadu Dr. Ambedkar Law University,"Poompozhil, 5.Dr.D.G.S. dinakaranSalai, Raja Annamalai Puram, Chennai-, T.N., PIN: 600028, District nan, Tamil Nadu",600028.0,Tamil Nadu,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_1127,13.0185354,80.2661151,100,1,1.0,google
467.0,State,Uttar Banga Krishi Vishwavidyalaya,"Post Office Pundibari, District Coochbehar, PIN- 736165Cooch Behar, West Bengal-, PIN: 736165, District nan",736165.0,West Bengal,2(f),State Uni.csv,,,,,,,,,,State_1158,26.4416551,89.3795835,100,1,0.6,google
481.0,State,Vidya Sagar University,"Post Office -Vidyasagar UniversityMidnapore-, District -paschim Mediripur, W.B., PIN: 721102, District nan, West Bengal",721102.0,West Bengal,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_1172,22.4314374,87.29730169999999,100,1,1.0,google
432.0,State,Tamil Nadu Physical Education and Sports University,"Melakottaiyur, ChennaiSampat Maaligai, college Road, Chennai-, PIN: 600006, District nan, Tamil Nadu",600127.0,Tamil Nadu,2(f),State Uni.csv,,,,,,,,,,State_1123,13.0676628,80.2494469,100,1,0.8500000000000001,google
490.0,State,Yashwant Rao Chavan Maharashtra Open University,"Dnyangangotri Near Gangapur Dam, Nashik, MaharashtraIndiaGangapur Dam, Nasik-, PIN: 422222, District nan",422222.0,Maharashtra,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_1181,20.0481104,73.6798096,100,1,1.0,google
85.0,State,COEP Technological University,"Wellesley Road, Shivajinagar, Pune, District nan, Maharashtra",411005.0,Maharashtra,2(f),State Uni.csv,,,,,,,,,,State_776,18.5298985,73.869318,80,2,0.8500000000000001,google
87.0,State,Cotton University,"PANBAZAR, Guwahati, District nan, Assam",781001.0,Assam,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_778,26.1859679,91.7453642,80,2,0.6,google
88.0,State,Dada Lakhmi Chand State University of Performing and Visual Arts (SUPVA),"Sector-6, Near Rajiv Gandhi Stadium, Rohtak, District nan, Haryana",124001.0,Haryana,2(f),State Uni.csv,,,,,,,,,,State_779,28.9219972,76.6098493,80,2,0.8,google
84.0,State,Cochin Unviersity of Science & Technology,"Cochin University of Science and technology, Kochi, Ernakulam, Kerala State, District nan",682022.0,Kerala,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_775,10.0430092,76.32428689999999,80,2,0.8,google
83.0,State,Cluster University of Srinagar,"Gogji-Bagh, Srinagar, District nan, Jammu And Kashmir",190008.0,Jammu And Kashmir,2(f),State Uni.csv,,,,,,,,,,State_774,34.0609016,74.8083078,80,2,0.6,google
82.0,State,Cluster University of Jammu,"Adjoining G.G.M. Science College, Canal Road, Jammu, District nan, Jammu And Kashmir",180016.0,Jammu And Kashmir,2(f),State Uni.csv,,,,,,,,,,State_773,32.7250345,74.8519973,80,2,0.8,google
81.0,State,Cluster University,"Silver Jubilee Government College Campus, Kurnool, District nan, Andhra Pradesh",518007.0,Andhra Pradesh,2(f),State Uni.csv,,,,,,,,,,State_772,15.8025267,78.0390769,80,2,0.8,google
86.0,State,Cooch Behar Panchanan Barma University,"COOCH BEHAR PANCHANAN BARMA UNIVERSITY, Panchanan Nagar, Vivekananda Street, Cooch Behar - , West Bengal, IndiaCooch Behar, PIN: 736101",736101.0,West Bengal,2(f),State Uni.csv,,,,,,,,,,State_777,26.3215884,89.4695429,80,2,0.8,google
433.0,Private,Surendranagar University,"Shree Pandit Nathulalji Vyas Technical CampusSurendranagar- Ahmedabad HighwayNear Kothariya Village age, At Wadhwan, District nan, Gujarat",363030.0,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_627,22.711454,71.6732681,80,2,0.6,google
90.0,State,Damodaram Sanjivayya National Law University,"Sabbavaram, Pedawaltair, Visakhapatnam, District nan, Andhra Pradesh",531035.0,Andhra Pradesh,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_781,17.7308332,83.3354994,80,2,0.6,google
80.0,State,Choudhary Charan Singh Haryana Agricultural Univeersity,"Directorate of Human resource Management, District nan, Haryana",125004.0,Haryana,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_771,29.1442503,75.709981,80,2,1.0,google
404.0,Private,Singhania University,"Pacheri BariDistrict Jhunjhunu, District nan, Rajasthan",333515.0,Rajasthan,2(f),Private Uni.csv,,,,,,,,,,Private_598,28.1398667,75.94777549999999,80,2,0.6,google
91.0,State,Darjeeling Hills University,"Jogighat MangpuDist.- Darjeeling, District nan, West Bengal",734313.0,West Bengal,2(f),State Uni.csv,,,,,,,,,,State_782,26.9436345,88.36066339999999,80,2,0.8,google
403.0,Private,Silver Oak University,"Nr. Bhavik Publications, Opp. Bhagwat Vidhyapith, S.G. Highway, Gota, Ahmedabad Gota, Ahmedabad, District nan, Gujarat",382481.0,Gujarat,2(f),Private Uni.csv,,,,,,,,,,Private_597,23.0864485,72.5281675,80,2,0.8,google
93.0,State,Deen Bandhu Chhotu Ram University of Sciences & Technology,"50th K.M. Stone, N.H. 1, Murthal Sonepat Haryana, India, District nan",131039.0,Haryana,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_784,28.9734641,77.0902341,80,2,1.0,google
94.0,State,Deen Dayal Upadhyay Gorakhpur University,"Civil Lines, GorakhpurPIN - 273 009. U.P., District nan, Uttar Pradesh",273009.0,Uttar Pradesh,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_785,25.4529334,81.8348882,80,2,0.6,google
95.0,State,Delhi Pharmaceutical Sciences & Research University,"M.B. Road, Sector - III, Pushp Vihar, District nan, Delhi",110017.0,Delhi,2(f),State Uni.csv,,,,,,,,,,State_786,28.5168183,77.2218359,80,2,0.8500000000000001,google
96.0,State,Delhi Skill and Entrepreneurship University,"Integrated Institute of Technology Complex, Sector-9, Dwarka, District nan, Delhi",110007.0,Delhi,2(f),State Uni.csv,,,,,,,,,,State_787,28.5824959,77.0637777,80,2,0.8,google
97.0,State,Delhi Sports University,"Ludlow Castle Sports ComplexShamnath MargDelhi, District nan",110054.0,Delhi,2(f),State Uni.csv,,,,,,,,,,State_788,28.67137529999999,77.2260396,80,2,1.0,google
98.0,State,Delhi Teachers University,"P 625 745, Outram Lane, New Delhi, District nan",110009.0,Delhi,2(f),State Uni.csv,,,,,,,,,,State_789,28.7005844,77.2085488,80,2,0.9,google
99.0,State,Delhi Technological University,"Shahbad Daultapur, Bawana Road, Rohini, District nan, Delhi",110042.0,Delhi,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_790,28.8216673,77.0664146,80,2,0.8500000000000001,google
100.0,State,Devi Ahilya Vishwavidyalaya,"R.N.Tagore Marg, Indore, District nan, Madhya Pradesh",,Madhya Pradesh,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_791,22.7143998,75.8745102,80,2,0.8500000000000001,google
89.0,State,Dakshin Dinajpur University,"North Chakbhabani near LIC officeBalurghat, Dakshin Dinajpur, District nan, West Bengal",733101.0,West Bengal,2(f),State Uni.csv,,,,,,,,,,State_780,25.2328259,88.774812,80,2,0.8,google
79.0,State,Children's University,"Subhash Chandra Bose Shikshan Sankul Sector 20 Gandhinagar Sector-20, Gandhinagar, District nan, Gujarat",382021.0,Gujarat,2(f),State Uni.csv,,,,,,,,,,State_770,23.2186198,72.64311459999999,80,2,1.0,google
76.0,State,Chhatrapati Shahu Ji Maharaj University,"Kalyanpur, Kanpur, District nan, Uttar Pradesh",208024.0,Uttar Pradesh,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_767,26.510822,80.24686609999999,80,2,0.6,google
78.0,State,Chhattisgarh Swami Vivekanad Technical Universty,"North Park Avenue, Sector-8Bhilai, DurgChatisgarh, District nan, Chhattisgarh",490009.0,Chhattisgarh,2(f) & 12(B),State Uni.csv,,,,,,,,,,State_769,21.1932533,81.3191546,80,2,0.8500000000000001,google
52.0,State,Bihar Agricultural University,"Sabour BhagalPur, District nan, Bihar",813210.0,Bihar,2(f),State Uni.csv,,,,,,,,,,State_743,25.2442186,87.04515669999999,80,2,0.6,google
53.0,State,Bihar Animal Sciences University,"Bihar Veterinary College Campus, Patna, District nan",800014.0,Bihar,2(f),State Uni.csv,,,,,,,,,,State_744,25.5999306,85.0848654,80,2,0.8,google
54.0,State,Bihar Engineering University,"6th Floor, Examination Block, AKU Campus, Mithapur, Patna, District nan, Bihar",800001.0,Bihar,2(f),State Uni.csv,,,,,,,,,,State_745,25.5923023,85.1349288,80,2,0.8,google
